5000, 1176
5001, 2336
5002, 2388
5003, 2367
5004, 1965
5005, 2484
5006, 2536
5007, 2554
5008, 2559
5009, 2581
5010, 2614
5011, 2174
5012, 2167
5013, 2010
5014, 2529
5015, 2581
5016, 2129
5017, 2125
5018, 2010
5019, 2435
5020, 2414
5021, 2014
5022, 2046
5023, 2573
5024, 2615
5025, 2616
5026, 2617
5027, 2618
5028, 2619
5029, 2620
5030, 2621
5031, 2622
5032, 2623
5033, 2624
5034, 2625
5035, 2626
5036, 2627
5037, 2628
5038, 2629
5039, 2630
5040, 2631
5041, 2147
5042, 2108
5043, 2610
5044, 2652
5045, 2653
5046, 2654
5047, 2655
5048, 2656
5049, 2657
5050, 2658
5051, 2659
5052, 2660
5053, 2661
5054, 2662
5055, 2663
5056, 2179
5057, 2625
5058, 2126
5059, 2059
5060, 2478
5061, 2457
5062, 2540
5063, 2100
5064, 2524
5065, 2503
5066, 2102
5067, 2525
5068, 2504
5069, 2590
5070, 2150
5071, 2570
5072, 2549
5073, 2149
5074, 2570
5075, 2549
5076, 2149
5077, 2181
5078, 2689
5079, 2731
5080, 2732
5081, 2733
5082, 2249
5083, 2695
5084, 2206
5085, 2194
5086, 2226
5087, 2734
5088, 2776
5089, 2777
5090, 2778
5091, 2779
5092, 2780
5093, 2781
5094, 2782
5095, 2783
5096, 2784
5097, 2785
5098, 2301
5099, 2747
5100, 2261
5101, 2194
5102, 2614
5103, 2593
5104, 2613
5105, 2592
5106, 2198
5107, 2618
5108, 2597
5109, 2613
5110, 2592
5111, 2189
5112, 2702
5113, 2355
5114, 2424
5115, 2336
5116, 2956
5117, 2906
5118, 2421
5119, 2821
5120, 2273
5121, 2234
5122, 2173
5123, 2152
5124, 2243
5125, 2139
5126, 2492
5127, 2588
5128, 2596
5129, 2535
5130, 2438
5131, 2249
5132, 2805
5133, 2034
5134, 2026
5135, 2060
5136, 3073
5137, 2700
5138, 3006
5139, 2874
5140, 3151
5141, 2783
5142, 3495
5143, 2959
5144, 2770
5145, 3165
5146, 2978
5147, 3311
