5000, 1176
5001, 2336
5002, 2388
5003, 2367
5004, 1965
5005, 2484
5006, 2536
5007, 2554
5008, 2559
5009, 2594
5010, 2581
5011, 2614
5012, 2174
5013, 2167
5014, 2010
5015, 2529
5016, 2581
5017, 2129
5018, 2125
5019, 2010
5020, 2435
5021, 2414
5022, 2014
5023, 2046
5024, 2573
5025, 2615
5026, 2616
5027, 2617
5028, 2618
5029, 2619
5030, 2620
5031, 2621
5032, 2622
5033, 2623
5034, 2624
5035, 2625
5036, 2626
5037, 2627
5038, 2628
5039, 2629
5040, 2630
5041, 2631
5042, 2147
5043, 2108
5044, 2610
5045, 2652
5046, 2653
5047, 2654
5048, 2655
5049, 2656
5050, 2657
5051, 2173
5052, 2619
5053, 2120
5054, 2059
5055, 2478
5056, 2457
5057, 2540
5058, 2100
5059, 2524
5060, 2503
5061, 2102
5062, 2525
5063, 2504
5064, 2590
5065, 2150
5066, 2570
5067, 2549
5068, 2149
5069, 2570
5070, 2549
5071, 2149
5072, 2181
5073, 2689
5074, 2731
5075, 2732
5076, 2733
5077, 2249
5078, 2695
5079, 2206
5080, 2194
5081, 2226
5082, 2734
5083, 2776
5084, 2777
5085, 2778
5086, 2779
5087, 2780
5088, 2781
5089, 2782
5090, 2783
5091, 2784
5092, 2785
5093, 2301
5094, 2747
5095, 2261
5096, 2194
5097, 2614
5098, 2593
5099, 2613
5100, 2592
5101, 2198
5102, 2618
5103, 2597
5104, 2613
5105, 2592
5106, 2189
5107, 2702
5108, 2355
5109, 2424
5110, 2336
5111, 2956
5112, 2906
5113, 2421
5114, 2821
5115, 2273
5116, 2234
5117, 2173
5118, 2152
5119, 2243
5120, 2139
5121, 2492
5122, 2588
5123, 2596
5124, 2535
5125, 2438
5126, 2249
5127, 2805
5128, 2028
5129, 1254
