6000000, 1182
6000001, 2696
6000002, 2748
6030896, 2775
6030897, 2833
6030898, 2810
6061792, 4201
6061793, 4200
6061794, 4236
6092688, 4299
6092689, 4298
6092690, 4230
6123584, 3970
6123585, 3970
6123586, 3970
6154480, 2999
6154481, 3035
6154482, 2967
6185376, 3243
6185377, 3247
6185378, 3247
6216272, 3355
6216273, 3284
6216274, 3280
6247168, 3032
6247169, 2960
6247170, 2958
6278064, 2634
6278065, 4504
6278066, 2882
6308960, 2882
6308961, 2589
6308962, 3024
6339856, 3114
6339857, 2927
6339858, 2634
6370752, 2634
6370753, 3126
6370754, 2927
6401648, 2927
6401649, 2634
6401650, 3114
6432544, 3024
6432545, 2837
6432546, 2589
6463440, 2589
6463441, 3028
6463442, 2882
6494336, 2927
6494337, 2634
6494338, 3114
6525232, 3114
6525233, 2927
6525234, 2634
6556128, 2634
6556129, 5580
6556130, 2882
6587024, 2882
6587025, 2634
6587026, 3114
6617920, 3114
6617921, 2927
6617922, 2634
6648816, 2634
6648817, 3198
6648818, 2927
6679712, 2882
6679713, 2589
6679714, 3024
6710608, 3024
6710609, 2837
6710610, 2589
6741504, 2634
6741505, 3126
6741506, 2927
6772400, 2927
6772401, 2634
6772402, 3114
6803296, 3114
6803297, 2927
6803298, 2634
6834192, 2589
6834193, 3028
6834194, 2882
6865088, 2882
6865089, 2634
6865090, 3114
6895984, 3114
6895985, 2927
6895986, 2634
6926880, 2634
6926881, 4717
6926882, 2882
6957776, 2882
6957777, 2589
6957778, 3024
6988672, 3114
6988673, 2927
6988674, 2634
7019568, 2634
7019569, 3126
7019570, 2927
7050464, 2927
7050465, 2634
7050466, 3114
7081360, 3024
7081361, 2837
7081362, 2589
7112256, 2589
7112257, 3028
7112258, 2882
7143152, 2927
7143153, 2634
7143154, 3114
7174048, 3114
7174049, 2927
7174050, 2634
7204944, 2634
7204945, 5438
7204946, 2882
7235840, 2503
7235841, 2268
7235842, 1868
7266736, 2989
7266737, 2989
7266738, 2715
7297632, 2078
7297633, 1773
7297634, 3609
7328528, 1181
7328529, 1181
7328530, 1181
7359424, 1181
7359425, 1181
7359426, 1181
7390320, 1181
7390321, 1181
7390322, 1181
7421216, 1181
7421217, 1181
7421218, 1181
7452112, 1181
7452113, 1181
7452114, 1181
7483008, 1181
7483009, 1181
7483010, 1181
7513904, 1181
7513905, 1181
7513906, 1181
7544800, 1181
7544801, 1181
7544802, 1181
7575696, 1181
7575697, 1181
7575698, 1181
7606592, 1181
7606593, 1181
7606594, 1181
7637488, 1181
7637489, 1181
7637490, 1181
7668384, 1181
7668385, 1181
7668386, 1181
7699280, 1181
7699281, 1181
7699282, 1181
