5000, 1176
5001, 2336
5002, 2388
5003, 2367
5004, 1965
5005, 2484
5006, 2536
5007, 2554
5008, 2559
5009, 2581
5010, 2614
5034, 2581
5035, 2626
5036, 2174
5037, 2240
5038, 2010
5039, 2529
5040, 2581
5041, 2626
5042, 2659
5043, 2219
5044, 2250
5068, 2620
5069, 2621
5070, 2622
5071, 2623
5072, 2624
5073, 2625
5074, 2626
5075, 2627
5076, 2628
5077, 2629
5078, 2630
5102, 2663
5103, 2664
5104, 2665
5105, 2666
5106, 2667
5107, 2668
5108, 2669
5109, 2670
5110, 2671
5111, 2672
5112, 2673
5136, 2618
5137, 2660
5138, 2661
5139, 2662
5140, 2663
5141, 2664
5142, 2665
5143, 2666
5144, 2667
5145, 2668
5146, 2669
5170, 2208
5171, 2059
5172, 2478
5173, 2457
5174, 2540
5175, 2561
5176, 2569
5177, 2604
5178, 2100
5179, 2524
5180, 2503
5204, 2777
5205, 2778
5206, 2779
5207, 2780
5208, 2781
5209, 2782
5210, 2783
5211, 2784
5212, 2785
5213, 2301
5214, 2747
5238, 3113
5239, 3078
5240, 3113
5241, 3148
5242, 3148
5243, 3113
5244, 2989
5245, 3114
5246, 3156
5247, 3191
5248, 3226
5272, 2885
5273, 2445
5274, 2510
5275, 2546
5276, 2564
5277, 2569
5278, 2604
5279, 2599
5280, 2591
5281, 2461
5282, 3075
5306, 3306
5307, 3341
5308, 3341
5309, 3074
5310, 3182
5311, 3237
5312, 3285
5313, 3320
5314, 3196
5315, 3302
5316, 3344
5340, 3228
5341, 3193
5342, 3228
5343, 3263
5344, 3263
5345, 3228
5346, 3228
5347, 2996
5348, 2511
5349, 2911
5350, 2436
5374, 3406
5375, 3406
5376, 3406
5377, 3406
5378, 3406
5379, 3406
5380, 2371
5381, 2337
5382, 2298
5383, 2288
5384, 2801
5408, 2381
5409, 2288
5410, 2801
5411, 2516
5412, 3131
5413, 2980
5414, 2495
5415, 2895
5416, 2890
5417, 2959
5418, 3486
5442, 2786
5443, 2786
5444, 2786
5445, 2748
5446, 3047
