5000, 1176
5001, 2336
5002, 2388
5003, 2367
5004, 1965
5005, 2484
5006, 2536
5007, 2554
5008, 2581
5009, 2614
5010, 2174
5011, 2167
5012, 2010
5013, 2529
5014, 2581
5015, 2129
5016, 2125
5017, 2010
5018, 2435
5019, 2414
5020, 2014
5021, 2046
5022, 2573
5023, 2615
5024, 2616
5025, 2617
5026, 2618
5027, 2619
5028, 2620
5029, 2621
5030, 2622
5031, 2623
5032, 2624
5033, 2625
5034, 2626
5035, 2627
5036, 2628
5037, 2629
5038, 2630
5039, 2631
5040, 2147
5041, 2108
5042, 2610
5043, 2652
5044, 2653
5045, 2654
5046, 2655
5047, 2656
5048, 2657
5049, 2658
5050, 2659
5051, 2660
5052, 2661
5053, 2662
5054, 2663
5055, 2664
5056, 2665
5057, 2666
5058, 2667
5059, 2668
5060, 2669
5061, 2185
5062, 2631
5063, 2132
5064, 2059
5065, 2478
5066, 2457
5067, 2540
5068, 2100
5069, 2524
5070, 2503
5071, 2102
5072, 2525
5073, 2504
5074, 2590
5075, 2150
5076, 2570
5077, 2549
5078, 2149
5079, 2570
5080, 2549
5081, 2149
5082, 2181
5083, 2689
5084, 2731
5085, 2732
5086, 2733
5087, 2249
5088, 2695
5089, 2206
5090, 2194
5091, 2226
5092, 2734
5093, 2776
5094, 2777
5095, 2778
5096, 2779
5097, 2780
5098, 2781
5099, 2782
5100, 2783
5101, 2784
5102, 2785
5103, 2301
5104, 2747
5105, 2261
5106, 2194
5107, 2614
5108, 2593
5109, 2613
5110, 2592
5111, 2198
5112, 2618
5113, 2597
5114, 2613
5115, 2592
5116, 2189
5117, 2702
5118, 2355
5119, 2424
5120, 2336
5121, 2956
5122, 2906
5123, 2421
5124, 2821
5125, 2273
5126, 2234
5127, 2173
5128, 2152
5129, 2243
5130, 2139
5131, 2492
5132, 2588
5133, 2596
5134, 2535
5135, 2438
5136, 2249
5137, 2805
5138, 2040
5139, 1266
